Institute,ID Number,Project,Higher Group,Family,Genus,Species ,Standard,Buffer,mean1,mean2,cv1,cv2,ratio,ave.sample,ave.standard,GS pg (2C),GS pg (1C),1C/Gbp,cv.sample,cv.standard,SD(R).sample,measured by,Date,DToL Specimen ID,Previous estimate (2C) (prime*),Comments on DToL sample,,,,,
RBGE,DB1512,DTOL,Bryophyte,,Andreaea,rothii,<Oryza,OXPRO,188.47,602.48,4.32,5.43,3.197,197.94,623.02,0.32,0.16,0.16,6.67,4.12,0.042,Robyn Powell,14/04/2021,,-,,,,,,
,,,,,,,,,200.08,626.56,3.58,4.91,3.131,,,,,,,,,,,,,,,,,,
,,,,,,,,,205.27,640.01,4.37,3.45,3.118,,,,,,,,,,,,,,,,,,
RBGE,DB1514,DTOL,Byrophyte,,Dicranoweisia,cirrata,<Oryza,OXPRO,392.56,776.17,3.5,2.9,1.997,348.77,694.50,0.50,0.25,0.25,6.67,4.12,0.015,Robyn Powell,14/04/2021,,0.5,,,,,,
,,,,,,,,,321.79,639.16,3.27,2.92,1.985,,,,,,,,,,,,,,,,,,
,,,,,,,,,331.97,668.18,3.58,3.44,2.014,,,,,,,,,,,,,,,,,,
RBGK,MC9149,DTOL,Angiosperm,Geraniaceae,Geranium,rotundifolium,<Petro,GPB3%PVPBmet,120.78,430.28,3.41,1.92,3.563,124.08,430.50,1.30,0.65,0.63,3.58,2.02,0.084,Sahr Mian,20/04/2021,KDTOL10167,1.43-8.38 genus est.,,,,,,
,,,,,,,,,124.83,430.82,3.5,1.81,3.451,,,,,,,,,,,,,,,,,,
,,,,,,,,,126.62,430.39,3.83,2.33,3.399,,,,,,,,,,,,,,,,,,
RBGK,MC9150,DTOL,Angiosperm,Apiaceae,Smyrnium,olusatrum,>Petro,GPB3%PVPBmet,166.66,278.7,3.13,3.04,1.693,280.90,167.71,7.54,3.77,3.69,2.86,3.03,0.013,Sahr Mian,20/04/2021,KDTOL10168,5.64 different species,,,,,,
,,,,,,,,,166.52,280.43,2.97,2.69,1.684,,,,,,,,,,,,,,,,,,
,,,,,,,,,169.96,283.56,2.99,2.85,1.668,,,,,,,,,,,,,,,,,,
RBGK,MC9151,DTOL,Angiosperm,Asteraceae,Tussilago,farfara,<Pisum,GPB3%PVPBmet,163.25,425.03,3.92,2.41,2.603,161.71,415.22,3.54,1.77,1.73,3.92,2.64,0.045,Sahr Mian,20/04/2021,KDTOL10169,3.33,,,,,,
,,,,,,,,,160.25,403.31,3.91,2.84,2.517,,,,,,,,,,,,,,,,,,
,,,,,,,,,161.64,417.33,3.92,2.66,2.582,,,,,,,,,,,,,,,,,,
RBGK,MC9152,DTOL,Angiosperm,Amaryllidaceae,Allium,ursinum,>Allium,GPB3%PVPBmet,146.52,270.02,3.95,3.28,1.843,269.07,147.19,63.78,31.89,31.19,3.37,3.91,0.014,Sahr Mian,20/04/2021,KDTOL10170,60.34,,,,,,
,,,,,,,,,147.35,269.14,3.85,3.32,1.827,,,,,,,,,,,,,,,,,,
,,,,,,,,,147.69,268.06,3.92,3.52,1.815,,,,,,,,,,,,,,,,,,
RBGK,MC9153,DTOL,Angiosperm,Thymelaeaceae,Daphne,mezereum,>Petro,Galbraith,142.63,206.97,3.81,4.97,1.451,204.24,140.08,6.56,3.28,3.21,5.17,4.30,0.012,Sahr Mian,20/04/2021,KDTOL10171,6.05/8.80,In the Malvales - mucilage and low nuclei count,,,,,
,,,,,,,,,139.46,205.33,4.66,4.82,1.472,,,,,,,,,,,,,,,,,,
,,,,,,,,,138.14,200.41,4.43,5.73,1.451,,,,,,,,,,,,,,,,,,
RBGK,MC9154,DTOL,Angiosperm,Saxifragaceae,Saxifraga,granulata,<Pisum,GPB3%PVPBmet,229.78,390.95,3.85,3.04,1.701,237.60,398.15,5.42,2.71,2.65,3.75,2.79,0.024,Sahr Mian,20/04/2021,KDTOL10172,1.35-4.67 genus est.,,,,,,
,,,,,,,,,237.43,397.17,3.87,2.92,1.673,,,,,,,,,,,,,,,,,,
,,,,,,,,,245.59,406.32,3.53,2.41,1.654,,,,,,,,,,,,,,,,,,
RBGK,MC9155,DTOL,Angiosperm,Poaceae,Hierochloe,odorata,>Petro,GPB3%PVPBmet,166.23,320.2,3.87,3.01,1.926,324.13,170.08,8.58,4.29,4.19,2.90,3.53,0.020,Sahr Mian,20/04/2021,KDTOL10173,broad genus estimate,,,,,,
,,,,,,,,,169.13,322.17,3.57,2.98,1.905,,,,,,,,,,,,,,,,,,
,,,,,,,,,174.89,330.02,3.15,2.71,1.887,,,,,,,,,,,,,,,,,,
RBGK,,DTOL,Angiosperm,Rosaceae,Malus,domestica 'Tower of Glamis',<Petro,OXPRO,109.46,189.45,4.13,3.6,1.731,106.53,189.42,2.53,1.27,1.24,3.39,3.34,0.051,Sahr Mian,26/04/2021,KDTOL10203,,,,,,,
,,,,,,,,,111.94,198.89,3.24,3.62,1.777,,,,,,,,,,,,,,,,,,
,,,,,,,,,98.2,179.93,2.81,2.81,1.832,,,,,,,,,,,,,,,,,,
RBGK,,DTOL,Angiosperm,Rosaceae,Malus,domestica 'Lord Burghley',<Petro,OXPRO,102.4,269.08,3.72,3.15,2.628,103.35,280.18,1.66,0.83,0.81,3.45,3.00,0.079,Sahr Mian,26/04/2021,KDTOL10201,,,,,,,
,,,,,,,,,103.13,280.25,3.44,3.44,2.718,,,,,,,,,,,,,,,,,,
,,,,,,,,,104.52,291.2,3.18,2.4,2.786,,,,,,,,,,,,,,,,,,
RBGK,,DTOL,Angiosperm,Rosaceae,Malus,domestica 'Irish Peach',<Petro,OXPRO,107.46,292.85,3.42,2.2,2.725,105.99,282.39,1.69,0.84,0.83,3.65,2.70,0.070,Sahr Mian,26/04/2021,KDTOL10202,,,,,,,
,,,,,,,,,103.8,268.54,4.21,3.22,2.587,,,,,,,,,,,,,,,,,,
,,,,,,,,,106.71,285.78,3.31,2.67,2.678,,,,,,,,,,,,,,,,,,
RBGK,,DTOL,Angiosperm,Rosaceae,Malus,domestica 'Costard',<Petro,OXPRO,128.07,347.89,2.48,2.57,2.716,125.73,333.71,1.70,0.85,0.83,2.86,2.67,0.062,Sahr Mian,26/04/2021,KDTOL10204,,,,,,,
,,,,,,,,,122.93,318.78,3.42,2.69,2.593,,,,,,,,,,,,,,,,,,
,,,,,,,,,126.2,334.47,2.68,2.75,2.647,,,,,,,,,,,,,,,,,,
RBGK,,DTOL,Angiosperm,Rosaceae,Malus,domestica 'Killerton Sweet',<Petro,OXPRO,211.44,375.43,3.77,3.68,2.716,213.28,384.77,2.49,1.25,1.22,3.88,2.95,0.062,Sahr Mian,26/04/2021,KDTOL10200,,,,,,,
,,,,,,,,,213.16,386.79,3.97,2.87,2.593,,,,,,,,,,,,,,,,,,
,,,,,,,,,215.25,392.08,3.9,2.3,2.647,,,,,,,,,,,,,,,,,,
RBGK,MC9156,DTOL,Angiosperm,Araceae,Arum ,maculatum,>Pisum,GPB3%PVPBmet,101.96,230.98,3.56,3.6,2.265,232.82,103.64,20.42,10.21,9.99,3.66,3.69,0.019,Sahr Mian,28/04/2021,KDTOL10174,21.80,,,,,,
,,,,,,,,,102.38,230.12,3.55,3.81,2.248,,,,,,,,,,,,,,,,,,
,,,,,,,,,106.58,237.36,3.96,3.56,2.227,,,,,,,,,,,,,,,,,,
RBGK,MC9157,DTOL,Angiosperm,Betulaceae,Carpinus,betulus,<Pisum,GPB3%PVPBmet,114.14,269.79,4.01,2.28,2.364,117.62,274.03,3.90,1.95,1.91,3.94,2.41,0.036,Sahr Mian,28/04/2021,KDTOL10175,2.06,,,,,,
,,,,,,,,,117.21,273.14,3.83,2.23,2.330,,,,,,,,,,,,,,,,,,
,,,,,,,,,121.51,279.16,3.97,2.72,2.292,,,,,,,,,,,,,,,,,,
RBGK,MC9158,DTOL,Angiosperm,Amaryllidaceae,Allium,ampeloprasum var babingtonii,>Allium,GPB3%PVPBmet,128.03,381.51,3.95,3.29,2.980,373.74,126.46,103.11,51.56,50.42,3.48,3.97,0.021,Sahr Mian,28/04/2021,KDTOL10176,59.90,Potential Tetraploid,,,,,
,,,,,,,,,127.31,374.89,3.98,3.27,2.945,,,,,,,,,,,,,,,,,,
,,,,,,,,,124.05,364.81,3.98,3.87,2.941,,,,,,,,,,,,,,,,,,
RBGE,DB1519,DTOL,Bryophyte,,Hygrohypnella,ochracea,<Oryza,GPB3%PVPBmet,128.22,339.64,4.72,3.82,2.649,135.56,366.06,0.74,0.37,0.36,6.67,4.12,0.032,Sahr Mian,28/04/2021,,-,,,,,,
,,,,,,,,,136.85,369.28,4.81,3.34,2.698,,,,,,,,,,,,,,,,,,
,,,,,,,,,141.61,389.25,4.34,3.23,2.709,,,,,,,,,,,,,,,,,,
RBGE,DB1517,DTOL,Bryophyte,,Mesoptychia,bantriensis,<Oryza,GPB3%PVPBmet,215,307.44,4.13,3.35,1.430,221.08,318.80,0.69,0.35,0.34,6.67,4.12,0.014,Sahr Mian,28/04/2021,,-,,,,,,
,,,,,,,,,223.38,321.26,3.76,3.46,1.438,,,,,,,,,,,,,,,,,,
,,,,,,,,,224.86,327.71,3.4,3.15,1.457,,,,,,,,,,,,,,,,,,
RBGE,DB1515,DTOL,Bryophyte,,Blindia,acuta,<Oryza,GPB3%PVPBmet,107.48,295.71,4.27,3.73,2.751,109.87,302.79,0.36,0.18,0.18,6.67,4.12,0.004,Sahr Mian,28/04/2021,,-,,,,,,
,,,,,,,,,109.43,301.76,4.41,3.63,2.758,,,,,,,,,,,,,,,,,,
,,,,,,,,,112.69,310.91,4.12,3.62,2.759,,,,,,,,,,,,,,,,,,
RBGE,DB1516,DTOL,Bryophyte,,Gymnostomum,aeruginosum,<Oryza,OXPRO,144.62,425.24,4.12,3.77,2.940,148.26,441.43,0.67,0.34,0.33,6.67,4.12,0.035,Sahr Mian,29/04/2021,,-,,,,,,
,,,,,,,,,148.14,441.62,4.97,3.4,2.984,,,,,,,,,,,,,,,,,,
,,,,,,,,,152.01,457.42,3.97,3.16,3.009,,,,,,,,,,,,,,,,,,
RBGE,DB1522,DTOL,Bryophyte,,Amphidium,lapponicum,<Oryza,GPB3%PVPBmet,109.72,332.19,3.47,2.85,3.028,112.06,335.07,0.67,0.33,0.33,6.67,4.12,0.031,Robyn Powell,29/04/2021,,-,,,,,,
,,,,,,,,,111.73,331.11,3.38,3.04,2.970,,,,,,,,,,,,,,,,,,
,,,,,,,,,114.73,341.92,3.1,2.65,2.980,,,,,,,,,,,,,,,,,,
RBGE,DB1523,DTOL,Bryophyte,,Tetraplodon,mnoides,>Oryza,OXPRO,146.14,344.57,4.49,4.11,2.358,365.19,158.53,2.30,1.15,1.13,3.71,3.87,0.049,Sahr Mian,29/04/2021,,-,"Difficult sample, few nuclei",,,,,
,,,,,,,,,162.81,368.04,4.31,3.66,2.261,,,,,,,,,,,,,,,,,,
,,,,,,,,,166.65,382.97,2.61,3.47,2.298,,,,,,,,,,,,,,,,,,
RBGE,DB1524,DTOL,Bryophyte,,Sarmentypnum,Sarmentosum,<Oryza,GPB3%PVPBmet,141.35,338.4,6.11,4.04,2.393,143.53,348.60,0.82,0.41,0.40,6.67,4.12,0.034,Sahr Mian,29/04/2021,,-,,,,,,
,,,,,,,,,143.08,347.71,6.46,3.29,2.430,,,,,,,,,,,,,,,,,,
,,,,,,,,,146.16,359.69,6.43,3.74,2.461,,,,,,,,,,,,,,,,,,
RBGE,DB1518,DTOL,Bryophyte,,Pellia,endiviifolia,>Oryza,OXPRO,107.67,410.86,4.4,3.95,3.816,426.20,113.42,7.52,3.76,3.68,3.71,3.87,0.050,Sahr Mian,29/04/2021,,3.66 (1C),,,,,,
,,,,,,,,,113.01,422.5,3.39,4.62,3.739,,,,,,,,,,,,,,,,,,
,,,,,,,,,119.58,445.25,2.35,5.58,3.723,,,,,,,,,,,,,,,,,,
RBGE,DB1525,DTOL,Bryophyte,,Kiaeria,blyttii,<Oryza,GPB3%PVPBmet,114.39,346.33,4.66,3.32,3.028,117.22,355.10,0.66,0.33,0.32,6.67,4.12,0.007,Sahr Mian,29/04/2021,,-,,,,,,
,,,,,,,,,118.66,358.78,4.74,3.66,3.024,,,,,,,,,,,,,,,,,,
,,,,,,,,,118.6,360.18,5.3,3.45,3.037,,,,,,,,,,,,,,,,,,
RBGE,DMR4,DTOL,Angiosperm,Grossulariaceae,Ribes,rubrum,<Petro,GPB3%PVPBmet,177.17,376.69,3.64,2.56,2.126,169.74,354.69,2.15,1.08,1.05,3.80,2.72,0.033,Robyn Powell,28/04/2021,,1.94,,,,,,
,,,,,,,,,184.35,382.22,3.96,2.78,2.073,,,,,,,,,,,,,,,,,,
,,,,,,,,,147.69,305.17,3.81,2.81,2.066,,,,,,,,,,,,,,,,,,
RBGE,DMR1,DTOL,Angiosperm,Apocynaceae,Vinca,minor,<Petro,GPB3%PVPBmet,138.61,353.45,4.36,2.79,2.550,143.02,359.83,1.79,0.89,0.87,4.34,2.90,0.599,Robyn Powell,28/04/2021,,1.51,,,,,,
,,,,,,,,,143.09,357.96,4.55,3.22,2.502,,,,,,,,,,,,,,,,,,
,,,,,,,,,147.35,368.07,4.11,2.7,1.490,,,,,,,,,,,,,,,,,,
RBGE,DMR5,DTOL,Angiosperm,Lentibulariaceae,Utricularia,vulgaris,<Oryza,GPB3%PVPBmet,209.43,421.2,4.77,3.45,2.011,202.63,411.10,0.49,0.25,0.24,6.67,4.12,0.071,Sahr Mian,29/04/2021,,0.41,,,,,,
,,,,,,,,,197.94,404.4,4.14,2.88,2.043,,,,,,,,,,,,,,,,,,
,,,,,,,,,200.51,407.7,4.48,2.56,2.033,,,,,,,,,,,,,,,,,,
RBGE,DMR3,DTOL,Angiosperm,Melanthiaceae,Paris,quadrifolia,>Allium,OXPRO,116.58,359.48,3.75,3.81,3.084,368.83,121.79,105.66,52.83,51.67,3.34,3.64,0.046,Sahr Mian,29/04/2021,,101.04,,,,,,
,,,,,,,,,119.53,359.91,3.89,3.62,3.023,,,,,,,,,,,,,,,,,,
,,,,,,,,,129.26,387.11,3.28,2.59,2.995,,,,,,,,,,,,,,,,,,
RBGE,DMR2,DTOL,Angiosperm,Sapindaceae,Aesculus,hippocastanum,<Petro,GPB3%PVPBmet,117.33,417.08,3.73,2.02,3.555,118.72,419.78,1.27,0.64,0.62,3.83,1.94,0.019,Robyn Powell,28/04/2021,,1.20,,,,,,
,,,,,,,,,118.06,417.67,3.85,1.91,3.538,,,,,,,,,,,,,,,,,,
,,,,,,,,,120.77,424.6,3.9,1.89,3.517,,,,,,,,,,,,,,,,,,
RBGK,MC9171,DTOL,Angiosperm,Fagaceae,Fagus,sylvatica,<Petro,OXPRO,108.96,380.88,4.51,3.07,3.496,113.72,390.92,1.31,0.65,0.64,4.38,3.48,0.064,Robyn Powell,06/05/2021,KDTOL10189,1.08,,,,,,
,,,,,,,,,115.45,388.95,3.79,3.51,3.369,,,,,,,,,,,,,,,,,,
,,,,,,,,,116.74,402.93,4.83,3.86,3.452,,,,,,,,,,,,,,,,,,
RBGK,MC9164,DTOL,Angiosperm,Rubiaceae,Cruciata,laevipes,<Petro,OXPRO,91.96,544.19,4.67,2.15,5.918,94.04,557.26,0.76,0.38,0.37,4.13,2.60,0.064,Robyn Powell,06/05/2021,KDTOL10182,0.72 (different species),,,,,,
,,,,,,,,,93.95,551.02,4.36,3.07,5.865,,,,,,,,,,,,,,,,,,
,,,,,,,,,96.2,576.56,3.37,2.59,5.993,,,,,,,,,,,,,,,,,,
RBGK,MC9160,DTOL,Angiosperm,Adoxaceae,Viburnum,lantana,>Petro,GPB3%PVPBmet,143.46,299.77,3.4,3.37,2.090,313.21,151.30,9.32,4.66,4.56,3.44,2.73,0.017,Sahr Mian,06/05/2021,KDTOL10178,8.17,,,,,,
,,,,,,,,,154.88,318.46,2.37,3.28,2.056,,,,,,,,,,,,,,,,,,
,,,,,,,,,155.55,321.39,2.42,3.67,2.066,,,,,,,,,,,,,,,,,,
RBGK,MC9163,DTOL,Angiosperm,Rhamnaceae,Rhamnus,cathartica,<Petro,OXPRO,97.98,384.86,4.64,3.1,3.928,100.08,395.28,1.14,0.57,0.56,4.59,3.45,0.039,Robyn Powell,06/05/2021,KDTOL10181,1.15,,,,,,
,,,,,,,,,100.43,394.29,4.44,3.5,3.926,,,,,,,,,,,,,,,,,,
,,,,,,,,,101.83,406.69,4.7,3.74,3.994,,,,,,,,,,,,,,,,,,
RBGK,MC9169,DTOL,Angiosperm,Dioscoreaceae,Dioscorea,communis,<Petro,OXPRO,126.27,252.08,5.89,3.53,1.996,131.13,272.65,2.16,1.08,1.06,5.55,3.38,0.068,Sahr Mian,07/05/2021,KDTOL10187,1.66,,,,,,
,,,,,,,,,132.8,279.51,5.25,3.23,2.069,,,,,,,,,,,,,,,,,,
,,,,,,,,,134.32,286.36,5.51,3.39,2.132,,,,,,,,,,,,,,,,,,
RBGK,MC9165,DTOL,Angiosperm,Thymelaeaceae,Daphne,laureola,<Pisum,Galbraith,276.15,373.01,3.62,3.58,1.351,279.84,380.08,6.69,3.35,3.27,3.56,3.27,0.007,Sahr Mian,07/05/2021,KDTOL10183,5.97,,,,,,
,,,,,,,,,280.46,382.44,3.64,3.15,1.364,,,,,,,,,,,,,,,,,,
,,,,,,,,,282.91,384.8,3.41,3.09,1.360,,,,,,,,,,,,,,,,,,
RBGK,MC9166,DTOL,Angiosperm,Colchicaceae,Colchicum,autumnale,>Pisum,OXPRO,235.41,318.82,3.47,3.78,1.354,331.7533333,246.68,12.22,6.11,5.98,3.61,3.32,0.010,Sahr Mian,07/05/2021,KDTOL10184,5.89,Tetraploid,,,,,
,,,,,,,,,245.79,330.79,3.16,3.54,1.346,,,,,,,,,,,,,,,,,,
,,,,,,,,,258.84,345.65,3.34,3.5,1.335,,,,,,,,,,,,,,,,,,
RBGK,MC9167,DTOL,Angiosperm,Grossulariaceae,Ribes,rubrum,<Petro,OXPRO,122.82,267.84,4.5,3.06,2.181,133.78,290.26,2.07,1.04,1.01,3.98,2.64,0.010,Sahr Mian,07/05/2021,KDTOL10185,1.94,,,,,,
,,,,,,,,,136.06,294.02,4.28,2.73,2.161,,,,,,,,,,,,,,,,,,
,,,,,,,,,142.47,308.93,3.16,2.12,2.168,,,,,,,,,,,,,,,,,,
RBGK,MC9170,DTOL,Angiosperm,Cucurbitaceae,Bryonia,dioica,<Petro,OXPRO,125.5,186.93,3.9,3.9,1.489,116.66,171.56,3.06,1.53,1.50,3.95,4.44,0.020,Robyn Powell,06/05/2021,KDTOL10188,3.30,,,,,,
,,,,,,,,,100.92,148.45,4.21,4.66,1.461,,,,,,,,,,,,,,,,,,
,,,,,,,,,123.57,179.29,3.73,4.76,1.451,,,,,,,,,,,,,,,,,,
RBGK,MC9168,DTOL,Angiosperm,Euphorbiaceae,Euphorbia,amygdaloides,>Petro,OXPRO,217.98,343.24,2.27,2.27,1.575,356.78,226.95,7.07,3.54,3.46,2.40,2.29,0.004,Sahr Mian,06/05/2021,KDTOL10186,7.02,,,,,,
,,,,,,,,,228.09,358.73,2.33,2.25,1.573,,,,,,,,,,,,,,,,,,
,,,,,,,,,234.79,368.38,2.28,2.67,1.567,,,,,,,,,,,,,,,,,,
RBGK,MC9151,DTOL,Angiosperm,Rosaceae,Crataegus,laevigata,<Petro,OXPRO,130.07,353.7,5.38,2.99,2.719,114.56,303.87,1.70,0.85,0.83,178.42,3.39,0.070,Robyn Powell,06/05/2021,KDTOL10177,1.47,,,,,,
,,,,,,,,,104.19,275.69,525,3.8,2.646,,,,,,,,,,,,,,,,,,
,,,,,,,,,109.41,282.22,4.87,3.39,2.579,,,,,,,,,,,,,,,,,,
RBGK,MC9161,DTOL,Angiosperm,Euphorbiaceae,Mercurialis,perennis (male),>Petro,OXPRO,219.77,312.74,2.73,3.19,1.423,328.70,236.05,6.27,3.13,3.06,3.26,3.03,0.035,Sahr Mian,06/05/2021,KDTOL10179,3.05,Tetraploid,,,,,
,,,,,,,,,236.45,320.18,3.62,3.21,1.354,,,,,,,,,,,,,,,,,,
,,,,,,,,,251.92,353.18,2.73,3.37,1.402,,,,,,,,,,,,,,,,,,
RBGK,MC9162,DTOL,Angiosperm,Euphorbiaceae,Mercurialis ,perennis (female),>Petro,OXPRO,229.09,316.34,3.23,3.95,1.423,323.36,239.97,6.06,3.03,2.97,4.06,3.50,0.035,Sahr Mian,06/05/2021,KDTOL10180,3.05,Tetraploid,,,,,
,,,,,,,,,240.08,322.07,3.86,3.81,1.354,,,,,,,,,,,,,,,,,,
,,,,,,,,,250.75,331.66,3.4,4.43,1.402,,,,,,,,,,,,,,,,,,
RBGE,,DTOL,Angiosperm,Fabaceae,Ulex,europaeus,>Petro,GPB3%PVPBmet,193.25,311.01,2.76,3.39,1.609,311.33,193.62,7.24,3.62,3.54,3.24,2.66,0.004,Sahr Mian,04/12/2020,,7.70,,,,,,
,,,,,,,,,190.23,306.55,2.77,3.19,1.611,,,,,,,,,,,,,,,,,,
,,,,,,,,,197.37,316.44,2.44,3.15,1.603,,,,,,,,,,,,,,,,,,
RBGE,,DTOL,Angiosperm,Araliaceae,Hedera,helix,<Petro,GPB3%PVPBmet,227.58,317.79,2.28,2.09,1.397,229.57,320.56,3.22,1.61,1.58,2.39,2.52,0.001,Sahr Mian,04/12/2020,,3.00,,,,,,
,,,,,,,,,229.95,321.1,2.56,2.48,1.396,,,,,,,,,,,,,,,,,,
,,,,,,,,,231.19,322.78,2.32,3,1.396,,,,,,,,,,,,,,,,,,
RBGE,,DTOL,Bryophyte,,Linularia,cruciata,<Solanum,Galbraith,133.71,359.94,3.71,2.32,3.490,133.97,359.50,1.49,0.75,0.73,6.67,4.12,0.071,Sahr Mian,8/10/2020,,-,,,,,,
,,,,,,,,,135.01,361.01,4.23,2.63,3.550,,,,,,,,,,,,,,,,,,
,,,,,,,,,133.19,357.56,4.92,2.73,3.571,,,,,,,,,,,,,,,,,,
RBGK,MC9172,DTOL,Angiosperm,Caryophyllaceae,Silene,dioica,<Pisum,OXPRO,156.96,231.43,2.91,3.41,1.474,162.42,239.76,6.16,3.08,3.01,2.98,3.40,0.011,Sahr Mian,10/05/2021,KDTOL10190,5.4,,,,,,
,,,,,,,,,163.59,239.86,2.93,3.38,1.466,,,,,,,,,,,,,,,,,,
,,,,,,,,,166.71,247.99,3.1,3.4,1.488,,,,,,,,,,,,,,,,,,
RBGK,MC9173,DTOL,Angiosperm,Caryophyllaceae,Silene,latifolia subsp. alba,<Pisum,OXPRO,146.28,210.44,2.89,2.8,1.439,152.71,219.62,6.32,3.16,3.09,2.36,2.66,0.015,Sahr Mian,10/05/2021,KDTOL10191,5.4,,,,,,
,,,,,,,,,153.61,218.65,2.4,2.62,1.423,,,,,,,,,,,,,,,,,,
,,,,,,,,,158.24,229.76,1.8,2.56,1.452,,,,,,,,,,,,,,,,,,
RBGK,MC9176,DTOL,Angiosperm,Salicaceae,Salix,alba,<Petro,OXPRO,136.8,321.77,4.51,3.35,2.352,136.22,326.43,1.88,0.94,0.92,4.48,3.68,0.041,Sahr Mian,10/05/2021,KDTOL10194,1.65,,,,,,
,,,,,,,,,136.08,327.17,4.29,3.74,2.404,,,,,,,,,,,,,,,,,,
,,,,,,,,,135.78,330.34,4.65,3.94,2.433,,,,,,,,,,,,,,,,,,
RBGK,MC9174,DTOL,Angiosperm,Brassicaceae,Alliaria,petiolata,<Petro,OXPRO,161.15,295.03,3.33,3.59,1.831,165.47,309.39,2.41,1.20,1.18,2.72,3.09,0.052,Sahr Mian,10/05/2021,KDTOL10192,2.7,,,,,,
,,,,,,,,,166.37,310.94,2.57,3.04,1.809,,,,,,,,,,,,,,,,,,
,,,,,,,,,168.9,322.2,2.25,2.65,1.908,,,,,,,,,,,,,,,,,,
RBGK,MC9175,DTOL,Angiosperm,Rosaceae,Crataeus,monogyna,<Petro,OXPRO,144.31,364.8,4.5,2.91,2.528,145.99,370.36,1.77,0.89,0.87,4.32,2.77,0.673,Sahr Mian,10/05/2021,KDTOL10193,1.52,,,,,,
,,,,,,,,,147.66,375.92,4.35,3.13,2.546,,,,,,,,,,,,,,,,,,
RBGK,MC9177,DTOL,Angiosperm,Rubiaceae,Sherardia,arvensis,<Petro,OXPRO,109.06,403.77,4.11,2.28,3.702,111.66,421.72,1.19,0.60,0.58,4.43,2.86,0.072,Sahr Mian,10/05/2021,KDTOL10195,-,,,,,,
,,,,,,,,,110.47,417.37,5.18,3.38,3.778,,,,,,,,,,,,,,,,,,
,,,,,,,,,115.45,444.02,3.99,2.91,3.846,,,,,,,,,,,,,,,,,,
RBGK,MC9178,DTOL,Angiosperm,Lamiaceae,Salvia,verbenaca,<Petro,GPB3%PVPBmet,215.74,316.86,3.84,2.77,1.469,220.85,316.77,3.14,1.57,1.53,4.17,3.19,0.039,Sahr Mian,10/05/2021,KDTOL10196,-,,,,,,
,,,,,,,,,221.15,319.04,3.98,3.1,1.443,,,,,,,,,,,,,,,,,,
,,,,,,,,,225.65,314.4,4.7,3.71,1.393,,,,,,,,,,,,,,,,,,
RBGK,MC9179,DTOL,Angiosperm,Boraginaceae,Myosotis,sylvatica,<Solanum,GPB3%PVPBmet,253.14,799.9,4.48,2.12,3.160,255.79,807.39,0.63,0.32,0.31,6.67,4.12,0.071,Sahr Mian,10/05/2021,KDTOL10197,0.56,,,,,,
,,,,,,,,,255.45,803.07,4.64,3.08,3.144,,,,,,,,,,,,,,,,,,
,,,,,,,,,258.79,819.21,5.8,3.42,3.163,,,,,,,,,,,,,,,,,,
RBGK,MC9180,DTOL,Angiosperm,Saxifragaceae,Chrysosplenium,oppositifolium,<Petro,GPB3%PVPBmet,109.71,403.05,5.13,2.6,3.674,110.80,417.32,1.19,0.60,0.58,4.95,2.83,0.089,Sahr Mian,10/05/2021,KDTOL10198,-,,,,,,
,,,,,,,,,111.35,420.13,5.33,3.01,3.773,,,,,,,,,,,,,,,,,,
,,,,,,,,,111.34,428.79,4.38,2.87,3.851,,,,,,,,,,,,,,,,,,
RBGE,DB1526,DTOL,Bryophyte,,Nardia,scalaris,<Oryza,OXPRO,218.3,464.59,5.95,3.82,2.128,219.53,469.93,0.93,0.47,0.46,6.67,4.12,0.014,Sahr Mian,11/05/2021,,0.8,,,,,,
,,,,,,,,,219.57,469.28,5.52,3.03,2.137,,,,,,,,,,,,,,,,,,
,,,,,,,,,220.73,475.92,6.07,3.53,2.156,,,,,,,,,,,,,,,,,,
RBGE,DB1527,DTOL,Bryophyte,,Anastrepta,orcadensis,<Oryza,OXPRO,288.34,388.03,3.86,3.77,1.346,295.22,396.52,1.49,0.74,0.73,6.67,4.12,0.003,Sahr Mian,11/05/2021,,-,,,,,,
,,,,,,,,,293.15,393.52,4.29,3.7,1.342,,,,,,,,,,,,,,,,,,
,,,,,,,,,304.18,408.01,3.84,4.46,1.341,,,,,,,,,,,,,,,,,,
RBGE,DB1528,DTOL,Bryophyte,,Chionoloma,tenuirostre,<Oryza,OXPRO,226.21,547.4,4.79,4.09,2.420,240.68,576.63,0.83,0.42,0.41,6.67,4.12,0.031,Sahr Mian,11/05/2021,,-,,,,,,
,,,,,,,,,240.19,567.23,3.94,3.82,2.362,,,,,,,,,,,,,,,,,,
,,,,,,,,,255.65,615.27,3.71,3.4,2.412,,,,,,,,,,,,,,,,,,
RBGE,DB1529,DTOL,Bryophyte,,Heterocladum,heteropterum,<Oryza,OXPRO,172.9,428.54,4.54,3.65,2.479,174.32,438.61,0.79,0.40,0.39,6.67,4.12,0.034,Sahr Mian,11/05/2021,,-,,,,,,
,,,,,,,,,173.97,438.97,4.63,3.46,2.522,,,,,,,,,,,,,,,,,,
,,,,,,,,,176.08,448.32,5.15,3.45,2.546,,,,,,,,,,,,,,,,,,
